glyph_hash|font_name|GlyphName|unicode_hex|AGL_name
aa8edf130f386b644324da42ce5ffb1f|ACLKMI+Arial070.813|G88|0058|X
aa8f0ce6404d0906ce9e64d2a6da872b|DNAAKC+Arial.kurz.va036.25|G115|0073|s
aa902c9c2171f438a2d469d35259ee4c|ADLAFK+Arial.tu.n.0133.313|G236|011b|ecaron
aa966acae9252cf2ce19008dd26dbd13|AOLALJ+Arial.tu.n.045.813|G43|002b|plus
aa9be753303e922d86a99596feadb456|BILLBP+Arial.kurz.va066.688|G120|0078|x
aa9def246a1d423e0a9f46920bfc76f1|AMNNKL+Arial0235.125|G112|0070|p
aaa05806eb52143a2578c4f92d2283ea|AJEHMK+Arial.tu.n.0564.438|G71|0047|G
aaa14a69769c513dc8666c7781836775|ACKDIP+Arial.tu.n..kurz.va075|G50|0032|two
aaa306d0c5f7359f5dd2f9c50a710231|AFMJOC+Arial.tu.n.0150|G157|0165|tcaron
aaa619fc05f33238649308586b9ae8bf|AMLPBL+Times.New.Roman.kurz.va066.688|G52|0034|four
aaa70afc3e698ccfe768d86550419c5b|AJEDOL+Arial0299.875|G66|0042|B
aaab1e9dc746be5580e7a53543b0f000|AEGOEF+Arial062.5|G71|0047|G
aaae507ce97a39d5e9d9d2b2212a98fd|CLNGLM+Arial.tu.n.0149.938|G79|004f|O
aab3cfa2a6316c65d117375b1731967b|DHCIOI+Arial.kurz.va035.438|G200|010c|Ccaron
aab89fa94fa95af594aef12eb0e73b27|AGMACM+Arial.tu.n.0376.188|G122|007a|z
aabe7c9dc3890e47e0a24837bb278c0d|AKLDFD+Arial026.25|G225|00e1|aacute
aabf5ea88648a47a04877b174fd66b73|CGHLCM+Arial.tu.n.058.313|G87|0057|W
aabff425ce12887d607ef45b7b7f91f7|ACNGPG+Arial035|G53|0035|five
aac8497beaa97ae09fa3b1dc165740f3|APACEA+Arial.tu.n.017.063|G105|0069|i
aac904a8b8cb6f97d8877f36b0ba7524|AJECLP+Times.New.Roman.tu.n.0352.75|G114|0072|r
aacbcc43194e3556723cbdbbfb16593a|BLLIOO+Arial038.75|G120|0078|x
aacc3968a5f3edf47385dfc9b728d000|AJEEGF+Arial.kurz.va035.438|G63|003f|question
aad74b681d91f224d52eeeed1a86f2ae|GOAOCC+Arial.tu.n..kurz.va036.25|G33|0021|exclam
aad8d8c9754e25d426f48905ea9801d9|DPCBDO+Courier.New029.188|G42|002a|asterisk
aadab5eda09ce8e01a04d993aee1d078|BAAAOH+Arial.tu.n.029.188|G71|0047|G
aadab6e9ef47ddcee6180cd51db84fad|DENHLN+Arial.tu.n.054.125|G112|0070|p
aadf33fd2f119e00b4acb3196b05dff1|DCGEFO+Arial.tu.n.058.313|G207|010e|Dcaron
aadf38066e1c3040dbff2ac72747535a|AJPGOO+Arial.tu.n.070.813|G51|0033|three
aae10c58a5b7d8c6773981db6f5c333e|BNNPLO+Arial.tu.n..kurz.va037.5|G85|0055|U
aae397065e5e0f60cbefe4cf6442a5dd|BCDJJD+MSTT31d7454db3O05104102|bleft|21e6|
aae4606b5247d742418a20d3e869cb1f|BGBDHE+Arial.tu.n.041.688|G44|002c|comma
aaebbcd9a7d55da763dbfc89e62059a6|AFGGGM+Arial097.25|G49|0031|one
aaef3459a4b594ca0eb653d79b3193e9|DHDHJA+Lucida.Console037.5|G48|0030|zero
aaef5ef657a26e79a2908f859f69eea7|CMFLAA+Arial029.188|G93|005d|bracketright
aaf324bcf6d1c4a8ded0777362fd5498|AGHPOG+Arial.tu.n..kurz.va037.5|G75|004b|K
aaf93516a59e3f8acb04f6cea4783ba9|CLNGLM+Arial.tu.n.0149.938|G248|0159|rcaron
aafae7e47d96b8f16e54b4b1f4e33b4a|ACMIBA+Arial.kurz.va031.25|G225|00e1|aacute
aafe05565d8a8ccaff5760a0508e751f|BACAIA+Courier.New.kurz.va033.313|G111|006f|o
ab03abd50cac9b4651a1e6f2d4460425|BKDLLB+Lucida.Console032.063|G55|0037|seven
ab04614eb9047b72773e1c9523170aa7|CNCFJK+MSTT31d7454db3O06405202|.notdef|FFFD|notdef
ab076a97e59c06534e854332e37bb3bd|AFLFHN+Arial.tu.n.058.313|G70|0046|F
ab13d341d88c425990cedf016d0e02ad|BKEDHD+Arial.tu.n.033.75|G225|00e1|aacute
ab17fc9eecf07bea308d93c02d83b581|FONMLJ+Arial.kurz.va029.188|G55|0037|seven
ab1add4676b89fa16404cfd855d94ce8|FPHEEL+Arial034.188|G243|00f3|oacute
ab1b35c7dff6b6524176cfd341e9a191|AMKFGH+Arial.tu.n.083.313|G112|0070|p
ab1c1c6e01079892d7b6f4261d008eae|BEBBFI+Arial.kurz.va083.313|G237|00ed|iacute
ab1d229385671f996becffca15be62d3|AJDGFH+Arial0305.688|G109|006d|m
ab250f356f2313bea1f745bb004a190a|DLFOAC+Arial037.063|G107|006b|k
ab278f62c493248a1977afb390714c21|ADICKE+Times.New.Roman.kurz.va080.125|G73|0066|f
ab29f226f2ec1228404c6f97e544ef25|CNOCNP+Arial.tu.n.0108.313|G99|0063|c
ab2c919a49854d3ad1c342566220e9cf|BGCLND+Arial.tu.n.0564.438|G233|00e9|eacute
ab2ec5b5dd30c5246d237a3550c295d4|AJFICH+Arial035.813|G110|006e|n
ab2fb15c92d5e6e93c0adf75974ed854|DAGNPB+Lucida.Consolei033.313|G48|0030|zero
ab32e60ca994a56a1a711b8359cdfcb8|AINIBH+Arial.tu.n..kurz.va039.563|G115|0073|s
ab345ba5ead4c95d1689b6bf7affcec5|BOLKIO+Arial.tu.n.075|G81|0051|Q
ab3738713c5aa2939a0e65d90313793d|AJEDOL+Arial0299.875|G112|0070|p
ab3dbc99871c85696bf3187f5f5a4dd0|ACKAMO+Arial.kurz.va035.438|G168|00a8|dieresis
ab40d16f1620596b113495dc4ca288eb|DHEAFC+Arial.tu.n..kurz.va026.688|G65|0041|A
ab42bfbba998932a538af1eb217db31c|BHDBOM+Arial.tu.n.0149.938|G181|00b5|mu
ab4834435fecf57913394245a4112bbc|AGMKDO+Arial.tu.n..kurz.va066.625|G237|00ed|iacute
ab48442eaba9ffd13108c3d08773a0a2|ANIFAC+Arial.tu.n.083.313|G55|0037|seven
ab516d6b990a4f08b4b35a03922b2224|BLJBEL+Arial037.5|G115|0073|s
ab55688c7450623cce5b21e56bb06b71|EMOLOA+Arial.tu.n..kurz.va036.25|G57|0039|nine
ab59a99793abb128e82bd4a0f7553fdb|DLJCPD+Arial.tu.n.0258.625|G104|0068|h
ab5cbf653e32dc7febc19907cb1aae76|BDMLDK+Arial.kurz.va036.688|G82|0052|R
ab5ed9ecc02c3fd6943edf1e5ca5d031|CHBDDI+Arial032.5|G157|0165|tcaron
ab6013f1629291e9aed5c256ffdadc89|AIPMJM+Lucida.Console037.5|G43|002b|plus
ab627490d5efa523976dca8e11cebe21|AOOBPO+Lucida.Console075|G107|006b|k
ab66584c90a5aba321c8a2314b71cfa8|DLFNBG+Arial.kurz.va036.25|G78|004e|N
ab670774b2fcb425138f9fd167c629a6|AGKGBE+Arial.tu.n.035|G67|0043|C
ab6f9e8d73894f8b5a06ebf807b40469|AOJNOM+Arial.tu.n.0300|G107|006b|k
ab71da0812dc7450dd609a42aecdac39|AEJBMH+Arial.tu.n..kurz.va083.313|G107|006b|k
ab74623de3df102e400bfd91beef6bf5|AGKGBE+Arial.tu.n.035|G200|010c|Ccaron
ab76161841ad7a942b0e6d58260cb6b0|BGBDLE+Arial.tu.n.037.5|G36|0024|dollar
ab7701aab63ca6203f1df1d5335d6fd9|ADHPHC+Times.New.Roman.kurz.va079.563|G47|004c|L
ab780d37b5263205e17aa23fc9eb3bdf|BMBHGD+Arial.tu.n..kurz.va035.813|G45|002d|hyphen
ab78f2ab096c8cd1137f9c23eaf6981b|AOKFBH+Arial.tu.n..kurz.va0300|G117|0075|u
ab7bcd4b962c3f8b0ff2a7e79475d3d8|BIPFAE+Arial.tu.n.0104.125|G56|0038|eight
ab7e9cf27379c0f5bff6a19edc3b3456|ACJJOD+Arial029.188|G55|0037|seven
ab80b3794b89476b52da4a39bcedf21d|DLBGBG+Arial041.688|G148|201d|quotedblright
ab8322bfde5b12f2763fa9a6a276b670|AGAGMC+Arial.tu.n.0300|G84|0054|T
ab845fd4734b4f291f5a324f89d6cdf8|ACNLLL+Verdana037.5|.notdef|FFFD|notdef
ab850fb19c93f0bd560d98f03a04a7a5|BILLBP+Arial.kurz.va066.688|G41|0029|parenright
ab8ce21a8221e8a81f942e67e0f81f45|BGCJNL+Arial.tu.n.0317.5|G50|0032|two
ab8d8f0ce344c7a45b85bb8d468881d0|BAGAJF+Arial036.25|G207|010e|Dcaron
ab92d9dd4551449de5649def1ec5d7a6|BGBDHE+Arial.tu.n.041.688|G149|2022|bullet
ab9510a458d15e2c0f99b681a4ecb533|BGBMGE+Courier.New.tu.n.033.313|G100|0064|d
ab97b5fb03fb7be7ae5aa2a4ce55cb47|BACAIA+Courier.New.kurz.va033.313|G121|0079|y
ab9b6dd6911673e681a63d36c0aaaedf|AGKJKF+Arial.tu.n..kurz.va041.688|G253|00fd|yacute
ab9b9be3b6520afa8b31f4181c135f67|AOKELH+Arial.tu.n.0466.625|G43|002b|plus
aba0be84ce5ecc6e7f9c412c369088a8|BGCLHB+Arial.kurz.va033.313|G99|0063|c
aba8a7d66ec3f5e8e493de868a3d8d58|AOKJAA+Lucida.Console0266.688|G83|0053|S
aba9df946edf54f90feda1edc3b11454|GKCMAE+Arial068.313|G216|0158|Rcaron
abab569b945a339ae5bdd11943d90514|BGBMFE+Courier.New033.313|G63|003f|question
abb2f9bb154a1a67e599d68a5bb2b7d9|CPKGNM+Arial.kurz.va033.313|G70|0046|F
abb3539895d905b8ef4323fc868cbf4c|AMKFGH+Arial.tu.n.083.313|G75|004b|K
abb486ec2d86f3e91c6d2624de177c37|CKCBHH+Arial.tu.n.0423.313|G51|0033|three
abb62215059d80789a92a2fd80d2a716|CJNFON+Arial020.813|G68|0044|D
abb85175ff0735dbed8c68dc69aff4ad|FPHEFN+Arial.kurz.va034.188|G58|003a|colon
abbc9d8d3e78ca99f10fe20a570409a5|ACLKMI+Arial070.813|G43|002b|plus
abc291f875138d81354dda3f2b356938|CGJDGN+Arial.tu.n.021.688|G77|004d|M
abc51044cb209134b4d1aed4b84baf6b|CPHPNH+Arial.kurz.va037.5|G49|0031|one
abc5149799a83769c24a44a73537a787|CLLKCH+Arial039.563|G53|0035|five
abcb7227e1527ddbc486b8a307428ace|DPAEOP+Arial036.25|G120|0078|x
abcc3ab75e0883ad747bf3ed460db8d9|EHMKBP+Lucida.Console032.5|G57|0039|nine
abcdf18a10cf7510961155c78e22a905|DLJCPD+Arial.tu.n.0258.625|G233|00e9|eacute
abcf3352f2a38a17a5635ea1b39b91f0|CBMIOI+Arial.tu.n.014.563|G119|0077|w
abd0021b8606645c5f76a863e8050bfc|ALMHGD+Arial.tu.n.0470.25|G116|0074|t
abd349f67e84bd52d53a898c65a95f63|AFHKLA+Arial.tu.n.083.313|G79|004f|O
abd88e108b34f23df410e159f53f76ff|AOKFBH+Arial.tu.n..kurz.va0300|G95|005f|underscore
abdcfa908aae79cc0cb1f2e7e6ac8d08|BLJMHP+Arial.tu.n..kurz.va037.5|G104|0068|h
abdd933acce8094fd6a8a01163e797b3|AKFFLJ+Arial.tu.n.0199.875|G48|0030|zero
abe0a8419068daaafa486eb06dfa6803|AHEKPO+Arial.tu.n.035|G88|0058|X
abe703dc951876774eb21695be967d87|ANIGGM+Times.New.Roman.kurz.va037.5|G82|0052|R
abe98e56a8598165ecc714900dc5674f|BBDJPE+Arial037.5|G177|00b1|plusminus
abeab3cd5b4c8d04b83e0fbb103348f9|AJKBCA+Arial.Narrow033.313|G113|0071|q
abead27380772327d5ba7e2594ae7f0e|AMLLEC+Arial053.313|G109|006d|m
abeb6cd616f99d29ed9aef7f2d06cc6c|CDGFJF+Arial0258.625|G110|006e|n
abec8bc003ef471dfd2ba6cc69768140|AINJGC+Arial037.5|G83|0053|S
abf29d200b7df80a9f6b54b66563c9cd|AHBLCH+Arial034.188|G49|0031|one
abf4608046c94ebe675152b90c0f8092|CGMGBD+Arial048.313|G101|0065|e
abf636804c9a3f24c98c21e66b5ccd4f|DLIJNH+Arial0199.875|G57|0039|nine
ac02d4b058ebf627acd08f0e7d150538|BGBEFL+Arial041.688|G64|0040|at
ac04622cf73fb7de36f7e9897976588a|BEGEII+Arial.tu.n.01023|G99|0063|c
ac0770142aae878fded67ec95490ea82|BKDLLB+Lucida.Console032.063|G118|0076|v
ac109b40d6a9c2c3b7d065b0d8a35026|ACJFBF+Arial.tu.n.039.563|G190|013e|lcaron
ac1447771ddebeb7d75e6c9534b33486|BLLLGB+Arial.kurz.va038.75|G78|004e|N
ac14e87c09a65fdceaf9fda7a2f76eaf|BGBENJ+Arial.tu.n.058.313|G99|0063|c
ac161a348bf8acaaf8178be50a3f7092|AEJHNH+Arial.tu.n.087.5|G250|00fa|uacute
ac168ff55b540ba234f6b08333988b80|BGGLFD+Arial.tu.n.087.5|G79|004f|O
ac16ad428462bec1c8d545d36daf2d1b|AFGGGM+Arial097.25|G83|0053|S
ac176ba5591fa10ada74db7e15a0e7c1|BGBEAJ+Arial031.25|G115|0073|s
ac1acbf81fc6c4a4ed4fb16648d8c9ce|AGAGLC+Arial.tu.n.0116.688|G118|0076|v
ac23f282ebb553814a18547d2c922fe1|CNOCNP+Arial.tu.n.0108.313|G83|0053|S
ac2607183bd703a4a6a5ecaef7775843|ADHIHL+Arial043.313|G55|0037|seven
ac2b2bb71e1761dc1b265506d0ec7161|CNLJEG+Arial.tu.n..kurz.va041.688|G80|0050|P
ac2cd99e2784eb4a047319e3d698ca15|EEHDFJ+Arial.tu.n.036.25|G236|011b|ecaron
ac2d03bb811b1dcefc11a20b38481924|AJEHMJ+Arial.tu.n.0917.188|G73|0049|I
ac30818ae0b356af298454bd8f78b25d|ENABBE+Arial.tu.n.01411.063|G225|00e1|aacute
ac31b39550ee1d1c013838b6c2816dd2|AEGOEF+Arial062.5|G105|0069|i
ac323b38a2f8634bff31b735bdca1699|ANIJIL+Lucida.Console029.188|G253|00fd|yacute
ac32d90e8b1c28caded21aec9dd94e05|ANIGGP+Times.New.Roman.kurz.va029.188|G65|0041|A
ac34461bbe9a1c750ed8bbfacd275bfa|AGLOMM+HelveticaInseratTTEE066.625|G132|201e|quotedblbase
ac34b781f0828870054aeaa30f61d2c4|AEAMNK+Arial075|G55|0037|seven
ac357151c4d91fcb1e51a5dd1f7bb121|DEKPEM+Arial045.813|G99|0063|c
ac36b6a791f2cc17d38b099400ddbd4a|ACFJDF+Arial.tu.n..kurz.va035.438|G66|0042|B
ac38cab35f879b3162e8687f5460f457|AGBILP+Arial.tu.n.016.688|G77|004d|M
ac3b4c279196e6e0e931955a45ac957e|AKFFLK+Arial.kurz.va0199.875|G44|002c|comma
ac436892605fb889551fa5c3be7e3726|AFIPIN+Arial.tu.n.0174.938|G74|004a|J
ac4899a50ecd80a27337de349c5c94a2|BGCAEN+Courier.New.tu.n.037.5|G56|0038|eight
ac4a84fa52a63c2b736328b25f116110|AEGOCE+Arial.tu.n..kurz.va062.5|G225|00e1|aacute
ac4a8e3648bebec3e33dc4e462bc0254|AEOAJP+Times.New.Roman0308.125|G21|0032|two
ac5380cf8267acf54bfdf82fc63003e2|BGBMFE+Courier.New033.313|G112|0070|p
ac565a37a8b5d758a55c9db9b237b79a|EHFIHG+Arial.tu.n..kurz.va0187.438|G84|0054|T
ac5ac446ce58dc2841248c2d1f86dafd|AEKNAO+Arial.tu.n.083.313|G110|006e|n
ac5f2e397c4ae539ac18e18036a19b40|DLIJNH+Arial0199.875|G69|0045|E
ac5f80b314b5b900af66c11a943ebe20|AJDGEG+Arial.tu.n.0235.125|G253|00fd|yacute
ac6774314791fb2bf7f3016f8cfc99a7|BGBMFE+Courier.New033.313|G154|0161|scaron
ac6a81a2f6d78cda517948f775e47725|HDIABH+Arial.tu.n.0154.125|G80|0050|P
ac6e49849486f4a30103897bc0891d1e|AFNJDN+Arial.tu.n..kurz.va035.438|G77|004d|M
ac6fdc604c50c76dcd918476eb2a01fd|DPAEOP+Arial036.25|G150|2013|endash
ac72e4ac17695832cffb826929627c6f|AMLDAB+Arial.tu.n.0250|G205|00cd|Iacute
ac7308da2fbd747d522397b3b161a0a7|AELKAK+Arial.tu.n.0112.5|G51|0033|three
ac73e475da7d5704eaa45f80daedbe0b|FPHEFN+Arial.kurz.va034.188|G90|005a|Z
ac8e4f1834f385e3885b7eb7edcbb2df|AEMHDM+Arial.tu.n.0104.125|G54|0036|six
ac9263096e8d3ff22991783ba7ad01b4|ACLKJH+Arial.tu.n.0100|G117|0075|u
ac92e6ae73759a2a82a69cb2a4bc17b8|DHCIOI+Arial.kurz.va035.438|G120|0078|x
ac94a925e3f05f2c84098d7e41da5f1c|AFLCNH+Lucida.Consoleb075|G51|0033|three
ac99c93ba330a9fce191d796b8f3f72c|ACFNKB+HelveticaInseratTTEE0149.938|G75|004b|K
ac9e59959c0584a7edea3153f31b7b1b|AMKFGH+Arial.tu.n.083.313|G58|003a|colon
ac9e9f93dda1cf78f46bb2a44782b69a|BGFPAK+HelveticaInseratTTEE0125|G141|0164|Tcaron
aca12fd6fdb62ebe4d751fd8e40d36e2|AJDHAK+Arial.tu.n.0305.688|G54|0036|six
aca1865f39621141a01c874872ebfa69|DHCIOI+Arial.kurz.va035.438|G243|00f3|oacute
aca4954a4cee28168bee3a4f82397061|ADOKLH+Arial.tu.n..kurz.va066.688|G158|017e|zcaron
aca929a5f3f40b1a856066770f8bd074|AFGHJL+Arial.tu.n.0104.188|G100|0064|d
aca9ba6f641c427393b8425422ee6822|BDHDOK+Wingdingsb050|.notdef|FFFD|notdef
acadb97b6f7047533dd8dd737b9363e9|AOHMCC+Arial.tu.n.058.313|G216|0158|Rcaron
acae24d4190fcb04c36172a926e755fa|DNAAKC+Arial.kurz.va036.25|G237|00ed|iacute
acaff0eda02a35407ab4283bc19eca9a|AEGMPP+Times.New.Roman.tu.n.083.313|G57|0039|nine
acb0135dc189290ee98216b68872c9f4|AOJMNL+Arial.tu.n.0266.688|G103|0067|g
acb17871cc64dbda97e996bf2ba939c2|GOBEDD+Arial035|G113|0071|q
acb1da627e2adc6defb1999305964c3a|EHMMFD+Arial.kurz.va020.813|G76|004c|L
acb658f292961d74079e491a5b051ada|AJDPDK+Arial.tu.n.031.25|G64|0040|at
acb7ac96d090d1ed9e699bae7d77b84e|FPANFN+Arial.Narrow037.5|G75|004b|K
acb8bcd096340d84058af78fbf2a919a|CLLKCH+Arial039.563|G116|0074|t
acb9cb1617550b1798da63ddb20a9c78|BFGMLK+Arial.tu.n.041.25|G116|0074|t
acba7e35efcf9f0791b79b484d1e5120|BKEDKF+Arial.tu.n.0129.125|G233|00e9|eacute
acc03afefbd71e085e35f5c1f7389635|ENAAOD+Arial.kurz.va0317.5|G72|0048|H
acc59dc20aa9d6d15923ea6307fe664c|DJCNJI+Arial.tu.n.0125|G69|0045|E
acc8552dd52d6b4b2a37fe4e89a7dbda|AOLFCB+Arial0266.688|G69|0045|E
accd625a90a1a219ee1cca7d72593742|DLBGBG+Arial041.688|G236|011b|ecaron
acce8df17b38301e1e45b8d489f692b2|EMOLOA+Arial.tu.n..kurz.va036.25|G54|0036|six
acced46c657e5320ff4ccffcf6336b84|AKIJAJ+Arial.tu.n.0150|G110|006e|n
acd4e3298eff655af658308468721233|AFIHPM+Arial.tu.n.0423.25|G98|0062|b
acdd50c46b37ed13531d5dc5fa87939e|AOLDEM+Arial.tu.n.0233.313|G99|0063|c
acde358981df1e0a5c55f24bcf63b1fa|DPCBIO+Courier.New037.5|G68|0044|D
ace2ddfacc90da54935116a6f114934d|CJLCPL+Arial.tu.n.0149.938|G243|00f3|oacute
ace3c00269efcd8edfe3c17424401886|ADHEFB+Arial.tu.n.0166.625|G97|0061|a
ace40137ad36a99de9cb0b03f557bef7|BILNPP+Arial.kurz.va070.813|.notdef|FFFD|notdef
ace7f4983dafc4c8684905eee31a8ccd|CGIMDI+Arial.tu.n.0149.938|G93|005d|bracketright
ace8866b5fe12752b834c033ed747595|AOLDEM+Arial.tu.n.0233.313|G114|0072|r
aceacf98a76418a163f0a3ef24015c09|EEHDFL+Arial.kurz.va036.25|G61|003d|equal
acf398e598bc69471266a2d091f1c28f|AIPFNG+Arial.tu.n.050|G75|004b|K
acff4c080eed7858474bb836c0ebb965|AJDKEK+Arial0211.625|G111|006f|o
ad00b0aa19d30eb265a383b6a0215153|APMDPE+Arial.tu.n.026.25|G107|006b|k
ad00b557f03e5e8890b5ba3cfc3dfcb0|ENADGN+Times.New.Roman035.438|G107|006b|k
ad01091b8d13a599095785a281067adc|APJFEF+Arial.tu.n.0940.5|G116|0074|t
ad08b679063b74d498ee3a2800fe2590|AKFFJH+Arial.Blackb0705.375|G73|0049|I
ad0c65d3a2bc7fc4475ad8c3919254b5|BINOMM+Arial.kurz.va034.563|G253|00fd|yacute
ad0e430eaad53f8a4c0232f5d75258c5|CCDMNM+Arial.tu.n.066.625|G55|0037|seven
ad0ee79b67c66ac791c746a15b50cdc3|CECBGN+Arial.tu.n.031.688|G225|00e1|aacute
ad0f507fd4597652c7d5a14c5c88fa70|DAGNPA+Lucida.Console033.313|G133|2026|ellipsis
ad0f7be27e1f5f0d986627ef19d62c10|CKCGNM+Arial.tu.n.0705.563|G76|004c|L
ad16dea15ef327a1e6b8cfe043cb1afc|DLIJNG+Arial.tu.n.0199.875|G69|0045|E
ad1b78c9f76aae3536a2c32cd8ebfd0d|AKIBDA+Arial025|G121|0079|y
ad1bce3498bb61a718b44c30979a4287|ALKEAA+Arial.tu.n.0183.313|G109|006d|m
ad1cdad0848a9485cc47cbdfb636a233|CLNGLM+Arial.tu.n.0149.938|G249|016f|uring
ad1d1edd7ae44845b8e4f837672dff02|CJOFOP+HelveticaInseratTTEE0100|G87|0057|W
ad2060b5dc9776e6fbc76806cc77b011|ANIJIL+Lucida.Console029.188|G40|0028|parenleft
ad23a42fb529c4283bd5e3759aed3ae8|CPHPNH+Arial.kurz.va037.5|G101|0065|e
ad255bf52f5d802d8d824fbfc7ac2c33|AOJOAN+Arial.tu.n.0400|G52|0034|four
ad2641d4a18d70d16405653e958ce72c|AOJNDO+Arial0250|G158|017e|zcaron
ad29ce607dd6298c6b8cabbd47112ca9|DPAEOP+Arial036.25|G71|0047|G
ad2b2361334c3792d1c10ddd7ffa4958|BDENNJ+Arial0244.438|G69|0062|b
ad2cd659df0d0dbd56f6f46e0ff32709|APJFEE+Arial.Black0940.5|G80|0050|P
ad2f1420b6d7db3f50461286842d667f|AGKGBE+Arial.tu.n.035|G83|0053|S
ad314ddc32b865e8bfc9bdb1995a7a13|ADOKLH+Arial.tu.n..kurz.va066.688|G225|00e1|aacute
ad34ff62a5390aac8cf408ec6d0df4fd|ENABDE+Arial.tu.n.0423.313|G64|0040|at
ad356c0d4b2300e395f67e3b0a19d63d|CEADMD+Arial.tu.n.087.5|G233|00e9|eacute
ad3583edefbce3880ec091099a32f6a7|AFKNEB+Arial.tu.n.034.563|G81|0051|Q
ad36fe9cad4666971a06c7f8f4cf1b16|CBMKPN+Arial020.438|G118|0076|v
ad378f8653c74c3506c387a308c8be73|BKGBDO+Arial.tu.n.062.5|G118|0076|v
ad3acdf1350c7a7358a18607698c70bd|BABGIP+Arial041.688|G71|0047|G
ad3b1356790ba1a89fd5a81bd0e03202|BHBPIF+Arial.tu.n..kurz.va037.5|G250|00fa|uacute
ad3b93f8a6b0778e90bf1b4ba6da1849|BGBMGE+Courier.New.tu.n.033.313|G119|0077|w
ad4539e2ed9d0b403a3328739d9974ea|CAJNEB+Arial.tu.n.020.813|G35|0023|numbersign
ad47abea2c707d935e4b43482a289ec5|AEDMMH+Arial037.5|G224|0155|racute
ad483096efbfddcda0d892108fca2339|AEALAE+Arial034.188|G34|0022|quotedbl
ad4abeb420886b5ab8c702a5a8c5af38|ADBLJM+Wingdings037.5|G119|2b25|
ad4bd75c65d45707a567013c0f516ca4|AFLDGC+Arial.tu.n..kurz.va020.813|G87|0057|W
ad4fd1e41e0b261a1c2f167aa961689f|DJFKFC+Arial.kurz.va0317.313|G88|0075|u
ad515229e94e94413717336ce0dbaca1|ANIJIL+Lucida.Console029.188|G75|004b|K
ad5547091a235bd5e8faa39fad5c99e5|DPCBDO+Courier.New029.188|G95|005f|underscore
ad567d776907fe1ef41096816345894d|CLNGLM+Arial.tu.n.0149.938|G47|002f|slash
ad5adb28706f28d9b320419e1c9299cd|ANIGGM+Times.New.Roman.kurz.va037.5|G53|0035|five
ad5e379bbcbeef6dda973ee025e65181|DNAAKC+Arial.kurz.va036.25|G105|0069|i
ad5ec65603e2cd3871da0cf4e3c3ecb2|DHEGKI+Arial.tu.n..kurz.va037.063|G46|002e|period
ad60814ae6134b9a98a62664e1df48fa|CKHMLM+Arial.tu.n.0423.25|G122|007a|z
ad61c9f9638c59776306099b32d86fc0|DLJCOB+Arial.Black0517.25|G108|006c|l
ad62e8546aa75c318c23b6fe462bc1ed|ALNHFK+Arial.kurz.va034.563|G87|0057|W
ad652715155c777a878ee3632c8c173a|FCNHLI+Arial.tu.n.079.188|G85|0055|U
ad67b69a0e01c83b46135012085a143f|ADHJPG+Arial.tu.n.0183.313|G119|0077|w
ad6b7d193077fa61b59f156a5397c549|BKEDHD+Arial.tu.n.033.75|G105|0069|i
ad6c73212c5374501214fffb0bc9e1a5|FPHEEK+Arial.tu.n.034.188|G107|006b|k
ad6e6ccdd7f8d3eca24b678c71aed348|CPKGNM+Arial.kurz.va033.313|G75|004b|K
ad6f9c8bedb54568ee177738d19a85e7|BHBPDB+Arial.tu.n..kurz.va033.313|G100|0064|d
ad7c28c8d6214b6b6df69dd6e7192597|AOJMGI+Arial029.188|G64|0040|at
ad7f5fc5fb1fbbf27edc086bfa811c6c|AINJGC+Arial037.5|G113|0071|q
ad84ad5299f32802c6ddfc095e95b720|DHFLGN+Arial.tu.n.091.625|G41|0029|parenright
ad858a4cbceecbe5bf0cf3062dc17090|ADEIOM+Courier.New.tu.n.025|G48|0030|zero
ad893d39a57daf7fbdcccb8d8b91b743|DPAGHH+Lucida.Console036.25|G33|0021|exclam
ad8d9e134def4e7a222e7a0990ad2373|AECEFE+Lucida.Console066.688|G107|006b|k
ad92c35527ce02c837bea6596559c2d1|EOKCND+Arial.tu.n..kurz.va050|G253|00fd|yacute
ad932f22bb00664db35b0a63b0da870a|ADHJPG+Arial.tu.n.0183.313|G118|0076|v
ad960f047d553c87900c5e7c58dd3d99|BELCGK+Bookman.BoldTTEE0187.438|G65|0041|A
ad97ad093abc1e2f601c1546008f4854|AFMJOC+Arial.tu.n.0150|G86|0056|V
ad9b07b6765ce56039783f14a002bcf4|ACLDAA+Arial.tu.n.070.813|G50|0032|two
ada3de3115e4e547ae668d2f267606d8|BNMGOM+Courier.New029.188|G93|005d|bracketright
adaf285806fde56fd87d7a709fe1e0a7|AGAGLC+Arial.tu.n.0116.688|G101|0065|e
adb270fc375b26bed39457e4b154b1e7|ADLGKG+Lucida.Console075|G97|0061|a
adb61aa4ffa1c6a0e62cf6710b12559f|AJENOE+Arial.tu.n.0162.438|G115|0073|s
adb8deaa6f44471b1368ae83aef58dc5|AJPFIA+Lucida.Console048.313|G54|0036|six
adba831efeeddbbfe196d4a0e7ec6b04|AFMCDH+Arial.tu.n.083.313|G89|0059|Y
adbefdb294a2eba20fc09d0b5ff083a3|ADBPPJ+Symbolb025|G198|2205|emptyset
adc023c943cbbe1d0ca063d4716a5c18|BHGOHO+Arial.tu.n.0116.625|G158|017e|zcaron
adc2de88ad163693511336a3fa76aa0a|AKENFG+Arial.tu.n.0187.438|G118|0076|v
