glyph_hash|font_name|GlyphName|unicode_hex|AGL_name
18135c7206a6661828b5f6a12c836872|ENAAMD+Arial0317.5|G200|010c|Ccaron
181961f6e140e869a92827ae3228e9fc|AGHPOG+Arial.tu.n..kurz.va037.5|G52|0034|four
1819ee6344b7c3487e8feb26b9854e23|AECEFE+Lucida.Console066.688|G102|0066|f
18223e42b12a7c206151f33eb8db66dd|CANNFG+Arial.tu.n.083.313|G81|0051|Q
1823d6f792991672a8c06b011374aad4|ADACJL+Arial058.313|G67|0043|C
1825995a8cae9e9e5ab01c0e0409de24|AGFIIO+Arial.tu.n..kurz.va037.5|G113|0071|q
182efa2125e482fd92d112bb090b6f2e|ADHMEN+Times.New.Roman080.313|G17|002e|period
1830813361ed0df8d43e6c3bc36f55a3|ACNGPG+Arial035|G121|0079|y
1830f0de6f42862b3563b6994cc8f497|AFNJDN+Arial.tu.n..kurz.va035.438|G102|0066|f
1832b65a92ccdb3ec7b9df2e0467d26b|ACJOBL+Arial.tu.n.029.188|G118|0076|v
18343ed40e00e9aa68630e4a01a7c3ab|BILLBP+Arial.kurz.va066.688|G104|0068|h
183806dff26f52af051924648c4e8757|EEKFAA+Lucida.Console035.813|G55|0037|seven
183a7a07aa404c7bbfa8e9c928baeebf|BKINMF+Arial.tu.n.0216.625|G108|006c|l
183d7600e9644dae21fa9ceabe5df2eb|AFGCLF+Arial027.063|G54|0036|six
183dc0eccb7466f8ef1aa70d57d44676|BLJBEL+Arial037.5|G50|0032|two
183e065e8a6b3a973a9d047b9d4d7ecb|DLFNBG+Arial.kurz.va036.25|G45|002d|hyphen
183f088255172352c6640d13ef258aeb|BGBDHE+Arial.tu.n.041.688|G237|00ed|iacute
18403eaf53fe2ba3b2bbc6f17d4f4575|APJFEF+Arial.tu.n.0940.5|G110|006e|n
18423e6529a5305517686766fc5eb900|AOJMOL+Arial.tu.n.0666.625|G249|016f|uring
18424c71960e8bddb6f9e8ee0e9a2b9e|AOJNDO+Arial0250|G157|0165|tcaron
18429f569ba1f1a9dbfce532741d433c|AFHBJB+Arial.kurz.va0199.875|G138|0160|Scaron
18441fd1ed6ed42aee6e62497d58ba57|DLFOAC+Arial037.063|G67|0043|C
1846e08041d5e3c3e3990c12367f4e55|CLHFCJ+Arial.tu.n..kurz.va0137.438|G69|0045|E
18485d7971e999d496d9ddf8ed138482|BDEEAM+Arial.tu.n.035.438|G44|002c|comma
184b15fdbe0ebe6b04cb1aa94b9a41d1|AOJPNE+Arial.kurz.va0300|G102|0066|f
1855429162b9a4f5239ce56f40a00614|BMCLPC+Arial031.25|G38|0026|ampersand
18578a2d8026afbf16d4ea942d308e6c|AJEDOL+Arial0299.875|G58|003a|colon
1858d0b2e635275327bbbd54869840c6|AFBJKE+Courier.New.tu.n.033.313|G80|0050|P
18598f3918d0403d1566a993188ed60b|BKDLLB+Lucida.Console032.063|G46|002e|period
185c1eadc26a4af3dee88c987a44279b|AFGFPL+Arial.tu.n.0111.125|G110|006e|n
185d12fdae1646e5e226ea22919345a1|BBDPAI+Arial080.688|G12|0029|parenright
185e034a60a5e4f6fe390dddf36dd359|GOAOGE+Wingdings036.25|.notdef|FFFD|notdef
185f55a7cd4205514690c0142a9597b9|DHCIOI+Arial.kurz.va035.438|G107|006b|k
18609948060e48e7670da18607dea1ae|BEGELK+Times.New.Roman.tu.n.01587.438|G111|006f|o
1861db4ead386b538690abb93b1166f2|BMGDFG+Arial.tu.n.037.063|.notdef|FFFD|notdef
18624db189e414f33784e96105d9438a|CJNPCO+Arial025|G225|00e1|aacute
18635e45e4778958354a5fb042400ba6|FPHEEK+Arial.tu.n.034.188|G103|0067|g
186aa3e21899a93f3c787431c8c11dff|AECEFE+Lucida.Console066.688|G67|0043|C
1871b237cb676c6f610ddfa05d71252d|ACLKJH+Arial.tu.n.0100|G233|00e9|eacute
18748a1d4a961507e01a09358b935883|AOKJAA+Lucida.Console0266.688|G249|016f|uring
18791bfcb366ac721831019df8cf47d2|AFGGCM+Arial069.438|G48|0030|zero
187b10f85f91b7b664c90078989b501f|BGFKBA+Arial.tu.n.079.125|G236|011b|ecaron
187d2adc59e15748507195789520a5ac|BINOMM+Arial.kurz.va034.563|G248|0159|rcaron
187d6c7515822c25e78f32c6de39f44c|BGKMNI+Arial.tu.n.054.125|G51|0033|three
187ee8d5f6a4589bd8a2d275f2fde50f|BMGDLG+Arial.tu.n.0112.5|G118|0076|v
187fd34f5715a3a29684e3225939e6a1|ACJJOD+Arial029.188|G85|0055|U
1882d11b6013fed0dd4c06e7701db0b2|DLBBKP+Arial.tu.n.041.688|G66|0042|B
1886d0b8f2980bf3cf649af3a5f2a9d3|AMNNKL+Arial0235.125|G121|0079|y
188aa2f98546fdf57698aa83c0f72b45|ANLNMH+Arial.tu.n..kurz.va033.313|G57|0039|nine
188b89ae82e254ce0530332667671e46|ALEKDO+Times.New.Roman.kurz.va036.25|G100|0064|d
188d6b70e0c569b3415378f33b43e357|AFHDAH+Arial021.688|G98|0062|b
188dce8b68410d27a63e44538790f29c|CJNGCN+Arial.tu.n.0133.313|G68|0044|D
188e8502f18e5b6b80b04443f3ba02bd|ACNHBG+Arial.kurz.va035|G158|017e|zcaron
18900269a5b5539553996f3ab9a81c76|BKEDID+Arial.kurz.va033.75|G69|0045|E
189258a485bc2caae49fcf47a8d05f1b|AJEFKD+Arial.tu.n.0705.563|G104|0068|h
189abfa8a7d16eaa5fb4cd38e0efba7f|DEKEBP+Arial.tu.n.0166.625|G116|0074|t
189c262b5e33eee4567cce848e036bcb|CAILCH+Arial.kurz.va035|G58|003a|colon
18a11f5e06a21b78834451a1aa325c99|AMLKFL+Arial0423.313|G106|006a|j
18af677a3e52389dfccf80a3928fc3b6|AOJOAN+Arial.tu.n.0400|G51|0033|three
18af8ae30f7c21deaaa3907036a50f81|BIPFAE+Arial.tu.n.0104.125|G114|0072|r
18afb2b9898fc98f14e6f4f5eed42f99|ACFJDF+Arial.tu.n..kurz.va035.438|G107|006b|k
18b73eb9816620f7a0e12926b8ae30c0|BGBFGI+Arial.kurz.va037.5|G83|0053|S
18b838480e33a21968326e9ff8e977d4|ACJJOD+Arial029.188|G83|0053|S
18ba9e41fce780a51f0be37a79576091|AFGFPL+Arial.tu.n.0111.125|G115|0073|s
18bb911c721bd5264df82edf4675d763|AEBLCK+Arial033.313|G130|201a|quotesinglbase
18bc84489bd89eb3e8cfbc07ef2c4cf8|BCEKIC+Arial.kurz.va073.313|G97|0061|a
18c21fc1d7700a77bf701eaadda7c20d|AGLOFP+Arial.tu.n.0188.125|G90|005a|Z
18c62f9180ca41bef96620d7e78e6d09|BKEDHD+Arial.tu.n.033.75|G250|00fa|uacute
18cb6ba9604d378b306fc89f8954b751|AOOBPO+Lucida.Console075|G95|005f|underscore
18cbb9c39486379cb554a082bb24d97e|CPHPNH+Arial.kurz.va037.5|G53|0035|five
18ccceffea9397fd34bd987dc2b53fc9|ANIGGM+Times.New.Roman.kurz.va037.5|G52|0034|four
18cf186c5cdddb4c9e92c6c27b3943ad|CHBDDI+Arial032.5|G147|201c|quotedblleft
18cfe0bae594d12eeaa7ff46482e68e5|AOJNDO+Arial0250|G232|010d|ccaron
18d648cd9ddab9b5422a41be9fca3541|AOJNCN+Arial.tu.n.0250|G52|0034|four
18da89092ef7c98ef31bec37e621eb61|ADODKG+Lucida.Console033.313|G119|0077|w
18de8aaeff571ff9effddb194657f389|AHBOGF+Arial.tu.n..kurz.va034.188|G64|0040|at
18e7d4307b1077e8d983636a07f6a207|DKEDFE+Arial021.688|G237|00ed|iacute
18ec14e1a10291af0e0dfef7f1520cf0|AEMHAL+ItcErasBlackTTEE041.688|G67|0043|C
18ed15335c0274c021c99b637ceb072e|AJFIDI+Arial.kurz.va035.813|G118|0076|v
18ee7f98d5238b3e6f8331c20183a434|AINJGC+Arial037.5|G90|005a|Z
18eeeb866eb2c561d2fa0d7cbc4b6c0d|ACLLEJ+Arial066.688|G82|0052|R
18f11a093211febf2f379bf27f08f8a1|BGBDLE+Arial.tu.n.037.5|G103|0067|g
18f7adf432c2e96c9c9427d6bd800e16|BGGPKP+Arial.kurz.va035.813|G236|011b|ecaron
18f8732b32210f84ea42b028b566e97a|BBDOOI+Arial078.688|G12|0029|parenright
18f9c18c0a5c25052a22aca8ac31c44a|CCECHH+Arial.kurz.va023.313|G50|0032|two
18fcab22b19c7ec237a791f334da9545|ADKPCD+Arial.tu.n.075|G218|00da|Uacute
18ffd623ef6b6da146a4106ec5d4f47b|ADEDMG+Symbolb036.25|G87|03a9|
1901f72677aa4362ef77ae869e012e31|CAEJPH+Arial030|G45|002d|hyphen
1904e5f9f423921f21507d317bbf274f|AKIFDA+Arial019.563|G53|0035|five
190b8dda3f564d6c64f9e51ad2851a10|ACIGAE+Arial.tu.n.0100|G132|201e|quotedblbase
190c752639a27b909a5bc193ccea9d16|AOJOAN+Arial.tu.n.0400|G78|004e|N
190e7c40b6bdbf7d84aabb32b978f435|AJDGLI+Arial0188.125|G75|004b|K
190ee18d6f042e2e10fa7e3a2ce69f82|AFGCJE+Arial.tu.n.0125|G56|0038|eight
190fdd1df71e70a7b72c2694a17ff793|AMLHPE+Arial0352.75|G78|004e|N
1910ef11cdd03ef104937a47281177db|ACLKKH+Arial075|G193|00c1|Aacute
1911319c5d135ca7ef890843378cd20c|ACJNMP+Arial.kurz.va028.313|G109|006d|m
191300643938357c01e4930a9733c46b|AEGOCE+Arial.tu.n..kurz.va062.5|G79|004f|O
191330f989d76cce0bd9cc78c736e6a2|AJEIIJ+Arial.tu.n..kurz.va0352.75|G58|003a|colon
191a9ae9eb053572f411e55de6b928fc|BKDHOE+Arial.tu.n..kurz.va035.438|G85|0055|U
191ad3f31e0939b9fdb2a9deb88af5bd|BGBDHE+Arial.tu.n.041.688|G103|0067|g
191e29ecf968086bd22f168450c6a5d4|EHMKBP+Lucida.Console032.5|G87|0057|W
1921924ed3063c52e0df145278472145|ALEBIJ+Arial050|G116|0074|t
1922f73f8144e1ca2dafb8262a62433e|EJAKOD+Arial.tu.n.066.625|G142|017d|Zcaron
1924168fa7004cd0a5149be0758846b9|BKEDLF+Arial.tu.n..kurz.va033.75|G248|0159|rcaron
1924da919f6df34a9dbf7ad9dd166e30|AOJOAN+Arial.tu.n.0400|G67|0043|C
192d61fe749c539dce9bee3fbd4cb1a7|AFLPGL+Arial025|G158|017e|zcaron
19330e64d86efabf24400684857c12ac|BINOLK+Arial.tu.n.034.563|G121|0079|y
193b2bcff89599d44cf2aea12647c024|ADAAJM+Arial.tu.n.0108.313|G75|004b|K
193bf2fed9206c496a3d66028c039ded|DPAEOP+Arial036.25|G249|016f|uring
193ebe55f178124ab276ec9b57d225b3|CKCGNM+Arial.tu.n.0705.563|G117|0075|u
193fb4062d23fcf4aae75d36289153ef|BJPPMP+Arial.tu.n..kurz.va033.313|G242|0148|ncaron
19410904e0a9ae191cfd9d46be41e4cf|ACIMBO+Arial.kurz.va036.688|G81|0051|Q
1942d503cfcc7dab04433ebad0d2f405|AJEHMK+Arial.tu.n.0564.438|G121|0079|y
1948dc9dfe058ee7c9ca980099ae8c39|CLLKFH+Arial.tu.n.039.563|G53|0035|five
1949ff9680376c00bdec5c75e791e6ba|BCEKIC+Arial.kurz.va073.313|G98|0062|b
194b664f777b60b8543db7c041304954|BLJBGL+Arial.kurz.va037.5|G80|0050|P
194d4d3f779f00c44e489228cde0c878|AMKFGH+Arial.tu.n.083.313|G118|0076|v
194d93575046087765930dd5bd5d5b9d|EFAPBA+Arial.tu.n.0299.875|G53|0035|five
194fcbdd435b523b9672a70817c4cabd|ANIJIL+Lucida.Console029.188|G69|0045|E
195a0ebfe96296181854e3f901e38814|AMNNKL+Arial0235.125|G98|0062|b
195ae2a15004e81c1639194f2f8d7c0e|BGBFFH+Arial.tu.n.0125|G100|0064|d
19641adc3091055b5660b3a13716a624|CDDCHL+Arial016.688|G43|002b|plus
1964d7030b1ea0980abcfe1e7ee242a3|ANIIEP+Lucida.Console033.313|G85|0055|U
1968d5f59b7defc8a90586899ef8110d|CECBGN+Arial.tu.n.031.688|G250|00fa|uacute
196929bc4263606d1b64687e4096beec|AEAMKK+Arial.tu.n.075|G72|0048|H
1969f30ab5c19dea584aae8490070c98|ABMEFL+Arial.kurz.va035.438|G60|003c|less
196cdb05f8241b5028fcbb899f7cbcf5|AMDDJP+Arial.kurz.va031.25|G154|0161|scaron
1972d700ca9c48e012dee7872eb39b57|BEGEII+Arial.tu.n.01023|G225|00e1|aacute
1973e374994ff46089a59d8f5dffd3ec|DPCBDO+Courier.New029.188|G33|0021|exclam
19787d4d71573d47686cb57544248d36|ACJJOD+Arial029.188|G63|003f|question
197c4139179f6f5483661fa77324cdf1|ACBMAB+Arial.tu.n.075|G190|013e|lcaron
197dd7e16d425d1c2cf4e6a3bf0cc988|BILIML+Arial.kurz.va075|G90|005a|Z
1987e41273417f3ac878375b42e55706|BINOKK+Arial034.563|G248|0159|rcaron
19905914f173b58df90e8dcee8f732bb|AEIEGI+Lucida.Consoleb066.688|G78|004e|N
199317fbebad85b58da4be416892a7f3|CDDCHL+Arial016.688|G84|0054|T
1993abaf76c33440b6aee90b9e9ae23a|AEJDFB+Arial.tu.n.066.688|G88|0058|X
19968c1a9339a91a8ea6853cbb0a9e4c|CGJIFB+Arial.kurz.va029.188|G117|0075|u
199af0eecfb7e36767afc086efa8f19e|ENBPMA+Arial.tu.n.034.188|G108|006c|l
199baeadd5d3f1957525b37dbb7b6879|APACIF+Arial050|G54|0036|six
199c29e840c0c6ecc31bcd13ba9e3d19|BDDPIB+Arial.tu.n..kurz.va041.688|G71|0047|G
19a0e5521b7ad8f86e533c40eac7ce2f|CPHPNH+Arial.kurz.va037.5|G65|0041|A
19a568261539ac4431fbed64745a73d5|CFMLAF+HelveticaInseratTTEE058.313|G116|0074|t
19a58bef0304bf5238580e3fed368012|CGPCKE+Arial.kurz.va067.5|G112|0070|p
19a6ddf50e71f4e42b70afabd5551b04|AGMMIC+Arial.tu.n.0133.313|G100|0064|d
19a75014de70eebb6bf2e338e11200d8|AMLHPE+Arial0352.75|G253|00fd|yacute
19a801f01fac6503fb646c3daceeb48d|AGFNGO+Courier.New.tu.n.025|G225|00e1|aacute
19abefa278a0326a3c8b3e5e6fd74094|AOJNDO+Arial0250|G110|006e|n
19acf3bf7249416f21a1e0f0d8d888d0|DCKDFI+Arial016.688|G117|0075|u
19b95c2a74c99c12d2a2204e51307ce8|AOLAKG+Arial0213.313|G50|0032|two
19bb97c114b789fc5441c8f11f7821c9|BGBMFE+Courier.New033.313|G87|0057|W
19bbc1e5855673dd2fd3566ba4a10765|CJLIBM+Arial036.688|G49|0031|one
19bea56fd53e3e42f49519cbe70b9800|ANPEGF+Arial.tu.n.016.688|G80|0050|P
19c0733accb0a0fe8916587f31990bae|BNIHKP+Arial.tu.n.0529.125|G71|0047|G
19c15bb4d426b8a515e5c73db6ca965a|ENADGM+Times.New.Roman.kurz.va035.438|G81|0051|Q
19c50932305e50fd6a24614e797be1aa|DNAAKC+Arial.kurz.va036.25|G253|00fd|yacute
19c674bc6ce9d9cfb88333a6a1ef226c|BGKMNI+Arial.tu.n.054.125|G200|010c|Ccaron
19c6a9646b13f0269e0183463ddfb4c6|ACLKMI+Arial070.813|G115|0073|s
19ca44f5c7fb4fd04058ae865e425181|CDEHBJ+Arial.tu.n.036.25|G75|004b|K
19cd88ca4e0ce8a46aeff90d90584eac|DLBBKP+Arial.tu.n.041.688|G237|00ed|iacute
19cff1123468bb4e65887fc9c48f9ec4|AOKELH+Arial.tu.n.0466.625|G218|00da|Uacute
19cffb882a937677ff82a62329ef7820|ADFLMH+Arial.tu.n..kurz.va083.313|G55|0037|seven
19d0f20e348d4af108e282435692aac9|AIODMA+Arial.tu.n.050|G239|010f|dcaron
19d0f7afd30c5e767c32974212dad5ad|ADPGDN+Arial058.313|G122|007a|z
19d1311c779796bafae65837d54e44b0|DPCBDO+Courier.New029.188|G77|004d|M
19d15f3f4d24ff1971860ba0187e68d0|CGJDGN+Arial.tu.n.021.688|G83|0053|S
19d1f0cedfd0eabeca41c07ff155c9cf|AHBLDI+Arial.kurz.va034.188|G232|010d|ccaron
19d356f2a32ec6ef01ccaba4edad782e|ABGBOI+Arial.kurz.va058.313|G51|0033|three
19d68b0d1a9039eeb2a4e8d3ca84cc51|AFHDAH+Arial021.688|G107|006b|k
19dbda9ced97a0d6ec47e13f23d3ad73|CEDDJJ+Arial.tu.n.0162.438|G51|0033|three
19de9845c138f07958350fbd82c5684c|AEMKFC+Arial.tu.n.0158.313|G44|002c|comma
19dec07e65df80d18c28e351867d1ea7|BLLIOO+Arial038.75|G132|201e|quotedblbase
19e63bef274572ac96a4cb1ce7cbf8c8|DCKAHJ+Arial020.813|G117|0075|u
19e7bb97a1ed375ae0f932fed9a96e55|DCHOFG+Times.New.Roman037.5|G72|0048|H
19e7f9b6a7989c9482e94e3ac00df799|ACNGPG+Arial035|G117|0075|u
19e805d4678440816bacde854cf3b00f|EMOLOA+Arial.tu.n..kurz.va036.25|G233|00e9|eacute
19ee925acf194ccc29b2c4a79da38558|AEGOEF+Arial062.5|G158|017e|zcaron
19f086842bdde13942f5bd3298043287|AJFIDI+Arial.kurz.va035.813|G107|006b|k
19fa1652b58899787f2a7c5b7b5fc9f1|CJOIOO+HelveticaInseratTTEE058.313|G138|0160|Scaron
19fb0e053092684eb0f0ebdd3bc715ac|AJEDAP+Arial.tu.n.0299.875|G67|0043|C
1a06319b2f66d85116b8d65d63614406|AINIBH+Arial.tu.n..kurz.va039.563|G104|0068|h
1a065a7c6b20f212c08548a99de9a80c|BELCGK+Bookman.BoldTTEE0187.438|G97|0061|a
1a0d83f4a88cd10ff916e62fd89a6f4a|BMBHGD+Arial.tu.n..kurz.va035.813|G233|00e9|eacute
1a0e8a905f20ab7de1f3a23908608264|BBEDFJ+Times.New.Roman.tu.n.075|G75|004b|K
1a11c641baa253a4a70232ca9cd917c9|AGMMIC+Arial.tu.n.0133.313|G117|0075|u
1a1307dac9e4690f4a601c5aadfcf1fc|FBBACO+Arial.tu.n.025|G108|006c|l
1a1449f685be00c3f5b11d5de2249c4e|BBINPI+Arial.tu.n.062.5|G76|004c|L
1a17bdb5fbbdb0c612bdc8d7a629042d|ACLKMI+Arial070.813|G73|0049|I
1a1909a457e7ff8488d94a806fb7c61e|CJLIBM+Arial036.688|G68|0044|D
1a198ec7b4e4d087160c2525a1b422f8|AFJDCG+Lucida.Console070.813|G82|0052|R
1a22afdc8efe8031257ac17d1fa18221|AJFICH+Arial035.813|G68|0044|D
1a23056a5f8869b6c476b048673a88a6|DEKPEM+Arial045.813|G225|00e1|aacute
1a2505ebd18475473db68ec66958987b|ANMAHC+Arial030|G86|0056|V
1a284ec5ef6575cdd33f7249b3c4e047|EEKFAA+Lucida.Console035.813|G52|0034|four
1a28d1c871e4283a6c94ad98ce4bcd98|AJEDOL+Arial0299.875|G102|0066|f
1a2bb0c69785013a44f2d12b6bcf10b6|DLJCPD+Arial.tu.n.0258.625|G253|00fd|yacute
1a3220f00d87c535b0c3479919d3a872|DLBGBG+Arial041.688|G50|0032|two
1a3770aa49022a269585c730aaaaddf9|AOKELH+Arial.tu.n.0466.625|G237|00ed|iacute
1a3a7ef4b193736fb1f1feb77328fbf5|BILIML+Arial.kurz.va075|G154|0161|scaron
1a3a8c209314abc48a3679e5d8b82178|ALDHOD+Arial.tu.n..kurz.va058.313|G122|007a|z
1a3b6538e67ae82b1535bfffeae3fcce|BKLKBK+Arial0458.625|G242|0148|ncaron
1a3bab392e96f8dce419909b9faee28d|BBDCMJ+Arial.kurz.va053.313|G53|0035|five
1a4335f32cbab72a57e663970d96ea67|ACADHH+Arial.tu.n.066.625|G116|0074|t
1a43f76024d74ccf97eadd9801d36e97|ADODKG+Lucida.Console033.313|G77|004d|M
1a442748112e182a510c8693bda1f18a|ALMGHL+Arial0149.938|G46|002e|period
1a45dae0a8c97e0ddd8b2106e9164c4f|AFGCLF+Arial027.063|G97|0061|a
1a47b970859db856b14972130c71c29b|AEHKHH+Arial.tu.n..kurz.va0100|G101|0065|e
1a4b184b4ac8ec3fdd6c8a4964ab86ca|ACFCKL+Times.New.Roman.kurz.va028.313|G111|006f|o
1a4bd96c020e3ea35edca839dbd86a04|AEJHBF+Arial.tu.n.062.5|G90|005a|Z
1a4c2dcf7d7780323f56b0be40e31c76|EIOELO+Arial.tu.n..kurz.va041.688|G239|010f|dcaron
1a57571ffb72d5e895694a7877116179|BLJBEL+Arial037.5|G79|004f|O
1a57c0020cc3748ff0a18031c8c7dec3|BMGDFG+Arial.tu.n.037.063|G249|016f|uring
1a582f6711f073250112f02f06c96be5|BBAKCC+Arial.tu.n.0352.75|G72|0048|H
1a5b593894880f0b76851712bc572df3|ACMOFF+Arial.tu.n.039.563|G35|0023|numbersign
1a619d2b362c2cb75bdf1d8a1f3cc346|BGKNPC+Arial.tu.n.093.75|G101|0065|e
1a692e214eb0ea5342da27251b5e7832|ACNHBG+Arial.kurz.va035|G119|0077|w
1a696042e64ab0d9114fdda381a4e78d|AKGBJA+Arial.tu.n..kurz.va0670.25|G121|0079|y
1a6ee65f359be6818e5728e67a2b45a9|HDCGLP+Courier.New033.313|G91|005b|bracketleft
1a732bf1d21746f5bacf1c3e885dc4d9|APACEA+Arial.tu.n.017.063|G114|0072|r
1a771b996a4bb48bf1d1b596e4292f2a|BGBDMF+Arial.tu.n.050|G109|006d|m
1a777631a9e1530ded19751f2f29665f|DHCIFC+Arial.tu.n.033.313|G97|0061|a
1a7969525feb52523be1019c153a534f|DCGEFO+Arial.tu.n.058.313|G56|0038|eight
1a7bb351d8f045b4bc82ab4e8a1c2716|AHCIKL+Arial.tu.n..kurz.va039.563|G86|0056|V
1a80167cd99ab05d4bf2d304a0304fc2|BGBMNJ+Arial.tu.n.0166.625|G78|004e|N
1a8375943dd738ab39c67db3f411ce62|AFIPOP+Arial024.188|G101|0065|e
1a86beea01c179b1d324a57f1f5791a6|AJEDOL+Arial0299.875|G122|007a|z
1a86f58a953c895318c36897d57891fa|AKFFLK+Arial.kurz.va0199.875|G237|00ed|iacute
1a87fe3ce25726fc06c81b52829e0890|AJENOE+Arial.tu.n.0162.438|G116|0074|t
1a8a5b8b25437b33692b8d06b4ddb143|BGBENJ+Arial.tu.n.058.313|G80|0050|P
1a8b23a6c8c536ff44e8df5780cd3f05|ANIGGM+Times.New.Roman.kurz.va037.5|G105|0069|i
1a8c9454165485a9f50c016b9cf3663e|AFGGGM+Arial097.25|G77|004d|M
1a8ebd10327bf20c0614592147696f1a|ANANOC+HelveticaInseratTTEE083.313|G84|0054|T
1a8ff9b8f4b2608ba2f337b13387ac74|AEDDEG+Consolas037.5|G77|004d|M
1a904346bea091db9be7f82130439293|AJDGFH+Arial0305.688|G83|0053|S
1a947f828c6e2020699784e5432467dc|BKGBDN+Arial.tu.n.0104.125|G225|00e1|aacute
1a94eb9b1f78a71ace5562abe7ea081e|BDDPIB+Arial.tu.n..kurz.va041.688|G69|0045|E
1a967c9e438a760cd12d400048343931|AOKELH+Arial.tu.n.0466.625|G57|0039|nine
1a977c09e7e395bd76df088eac0c2d53|AEIEGI+Lucida.Consoleb066.688|G124|007c|bar
1a9bd26df98c12461b7ea020659fce5f|BKDLLB+Lucida.Console032.063|G105|0069|i
1a9e95ba42fb90277c39b09a0566747b|BMCKKG+Times.New.Roman.tu.n.035.438|G239|010f|dcaron
1aacd9ea1e8125c967bc8eb9d8e0a186|AKGFOH+Times.New.Roman.tu.n..kurz.va0229.313|G237|00ed|iacute
1aaed7f88dc7163091166b553f1feea4|ADHIHL+Arial043.313|G56|0038|eight
1ab09c7d41998b034ffd29fb41db879d|BKEDGC+Arial033.75|G76|004c|L
1ab7650d0a4fd826256af0005b4b2b1c|ACOGAG+HelveticaInseratTTEE0141.625|G110|006e|n
1abbfc9c09de8131fcda22c02dd8a1ff|ADEIOM+Courier.New.tu.n.025|G79|004f|O
1ac22cd2457b6bc8b7c9c4a9037759bb|BKAEHM+Arial.tu.n.031.25|G117|0075|u
1ac95a527a8de56eed12dd2baae0dd56|CFLOCF+Arial.kurz.va020.813|G122|007a|z
1aca4936555cae2a50665b5c1a46c2ec|AKLDFD+Arial026.25|G110|006e|n
1acec553adce8128e43640010b328c9a|BGBFOH+Arial.tu.n.0149.938|G82|0052|R
1ad154fe38fdf1e805b013b7d05c89a9|DHECKP+Arial.kurz.va037.063|G111|006f|o
1ad4b9367778f4aa4c134a2f37f4e1a8|DLBGBG+Arial041.688|G59|003b|semicolon
1ad5175fab43859227fe94e49793f0c1|AFLPBH+Arial.tu.n.040.813|G237|00ed|iacute
1ad6fa5f2b31a197536593475bca0844|AFGIMJ+Arial.tu.n.091.688|G117|0075|u
1ad80d6b2c0a19ffc5d71fb4f2052650|EFAPLB+Arial.Narrow.tu.n.0317.5|G50|0032|two
1adca796191ad6f2bfd059e25975e89a|CLOKOD+Lucida.Console035.438|G69|0045|E
1addaa0069246987b93862cae9e01879|CBBKKI+Arial.tu.n.0270.75|G53|0035|five
1adf2a4e8aad75ddc5bb9b6732b924a8|DKDNLF+Arial.kurz.va037.063|G48|0030|zero
1ae7d3303749d682074fab1851892ed3|BKAEHM+Arial.tu.n.031.25|G158|017e|zcaron
1ae92bb8644f1722e31c8d29f8cb87e0|AHBLCH+Arial034.188|G57|0039|nine
1aeb9318e425977883f80c0addd2eec6|CGMEGN+Arial.tu.n.070.813|G232|010d|ccaron
1aec217912c0f5518135d8278d5b8e2d|AOJOBN+Arial0300|G218|00da|Uacute
1aeef5eb40a67bf5861c2988954f7951|BDEEAM+Arial.tu.n.035.438|G47|002f|slash
1af31a0f48eb717714169f5dd961c6fb|BKEDID+Arial.kurz.va033.75|G101|0065|e
1af33cd6eb87c2f8944eb71890138282|BDMLDK+Arial.kurz.va036.688|G56|0038|eight
1af3fdd44f6a14c0073baa8034da4c93|AMDDJP+Arial.kurz.va031.25|G65|0041|A
1af5b6013d9fc51bf113102f1c49603d|ACLKMI+Arial070.813|G41|0029|parenright
1af996905c4754b29624651d102e2197|ALMHFB+Arial.tu.n.0329.188|G80|0050|P
1b01c3569826c3ca0518d404e03651d6|BKINMF+Arial.tu.n.0216.625|G116|0074|t
1b05f8ce5876479b757606dade3e8d21|BBEJKP+Arial.tu.n.070.813|G50|0032|two
1b15218dfb377bc3f38ce3fb857cded6|DHCIOI+Arial.kurz.va035.438|G100|0064|d
1b16268835f8e9d400fcf34983864163|AECEFE+Lucida.Console066.688|G249|016f|uring
1b1849c1e7c639829b473097735cd085|DJBMDJ+Arial.tu.n.0100|G122|007a|z
1b19418c7ad1c21d2f6a9e2e2623c42f|BNMGOM+Courier.New029.188|G107|006b|k
1b19834ba6e766f86a22086a3f605199|AOJPNE+Arial.kurz.va0300|G79|004f|O
1b19b6c8a8489677c4db4bc7af3fbf79|CBDDDK+Arial.tu.n.0133.313|G177|00b1|plusminus
1b1c6b6908082cd100363ac6c39a7cad|CDDCHL+Arial016.688|G80|0050|P
1b1d0407bd592d1f6194e0e7c1597871|AOOBAM+Arial.tu.n.062.5|G52|0034|four
1b224f5607fb4dc80135f53b367b0532|DLFOAC+Arial037.063|G84|0054|T
1b232623f7a5d605c8fffb3a22594ea9|BMCLPC+Arial031.25|G70|0046|F
1b26bd38266fd59d69f7ef84330e7f3e|ENAAOE+Arial.tu.n.0352.75|G154|0161|scaron
1b2bfadad9e2ecdd605c139102adb5c9|AEBKJP+Arial083.313|G111|006f|o
1b2d3b419f56c3d1b1b9b715dcdd2a17|CKCMJA+Arial.tu.n.01199.375|G107|006b|k
1b2dc3a6d5d1876388d2daa2a3bb85b0|CLLKCH+Arial039.563|G237|00ed|iacute
