glyph_hash|font_name|GlyphName|unicode_hex|AGN
9812c5974c92bffd67956c8a03b0b610|GKCNFC+Arial058.313|G102|0066|f
d451ca856e0ee44e9de1f6ffbcb2d5a2|GKCNFC+Arial058.313|G103|0067|g
9e3339772d082bade32464712b74168e|GKCNFC+Arial058.313|G104|0068|h
41dc720dac2aa6601c550b869f27d73b|GKCNFC+Arial058.313|G105|0069|i
9afca88db08c9413e48289c423bd864f|GKCNFC+Arial058.313|G106|006a|j
3ae6e5011ca3a2f9fc6ac6f9731e6c51|GKCNFC+Arial058.313|G107|006b|k
3e62f5d83ce2b7a38ff34aee6d3a12cf|GKCNFC+Arial058.313|G108|006c|l
3cb93256882d31534080f621826ca325|GKCNFC+Arial058.313|G109|006d|m
870b1b2bc6f578e509bd23be77972c01|GKCNFC+Arial058.313|G110|006e|n
ea5e20eb49f44f39e14eabd22609cf93|GKCNFC+Arial058.313|G111|006f|o
4b711b4b80c4ba08908ae5a6ce84da48|GKCNFC+Arial058.313|G112|0070|p
49397063451b1beb512969a40e388334|GKCNFC+Arial058.313|G114|0072|r
aec4787788eda7d903f86f5137890b0c|GKCNFC+Arial058.313|G115|0073|s
8f40afb4af23d2284010ea221c0ea853|GKCNFC+Arial058.313|G116|0074|t
17c1b0cbceed6c7b4ed73105b4d8cd35|GKCNFC+Arial058.313|G117|0075|u
bb8b6ec168834fd0db0ba99b7b7b2896|GKCNFC+Arial058.313|G118|0076|v
f7dc48987d66d85263c031963c48a115|GKCNFC+Arial058.313|G121|0079|y
19d0f7afd30c5e767c32974212dad5ad|GKCNFC+Arial058.313|G122|007a|z
c6df385b84d01ccc513be7efc0539d41|GKCNFC+Arial058.313|G132|201e|quotedblbase
77ca121cfb69ca20d3070208ad0c1bc4|GKCNFC+Arial058.313|G138|0160|Scaron
4e4da5860aafbf844311bf32db962a45|GKCNFC+Arial058.313|G147|201c|quotedblleft
3fc2505de3d2141031ea322b7cd3c65f|GKCNFC+Arial058.313|G154|0161|scaron
246d20f7dc325bd42c31c5f7e09f453c|GKCNFC+Arial058.313|G158|017e|zcaron
34d5d1d67e9873079ec07044e0130119|GKCNFC+Arial058.313|G200|010c|Ccaron
8b98da248811b1f9a023dba3912b3f7c|GKCNFC+Arial058.313|G225|00e1|aacute
9f981033070cb8389ff09ba0b6483692|GKCNFC+Arial058.313|G232|010d|ccaron
589a99ff17f766381f23cfe5a85cab6b|GKCNFC+Arial058.313|G233|00e9|eacute
c9f1b00573f4ac9c0f62123f441552ef|GKCNFC+Arial058.313|G236|011b|ecaron
a36f3ffa120ba777938b4c5dd76a5259|GKCNFC+Arial058.313|G237|00ed|iacute
dc0b482fd07961b785d102789d93d3a4|GKCNFC+Arial058.313|G248|0159|rcaron
e7bd9f240b6b899c2c7331c4ca3c1d9f|GKCNFC+Arial058.313|G249|016f|uring
fbdac6b3df2d9c5d76b0d7eb58e5a5c5|GKCNFC+Arial058.313|G253|00fd|yacute
684f3ebbcfbef39bcc1589f07c6d7f72|GKCJHD+Times.New.Roman.tu.n.083.313|.notdef|FFFD|notdef
b996d593c639fbe29774ebb48554ed48|GKCJHD+Times.New.Roman.tu.n.083.313|G45|002d|hyphen
9e3cf70588fbcbe935b09a2454bf1dc5|GKCJHD+Times.New.Roman.tu.n.083.313|G47|002f|slash
e7300cc8e52440d13f913cb44df0a5c1|GKCJHD+Times.New.Roman.tu.n.083.313|G48|0030|zero
cbc71262e5b7938f10b6b6c5725af6d4|GKCJHD+Times.New.Roman.tu.n.083.313|G50|0032|two
63e486e243ea089ddd81d8e9983f27af|GKCJHD+Times.New.Roman.tu.n.083.313|G65|0041|A
0771a1ae51ffeae177efee3bb468be46|GKCJHD+Times.New.Roman.tu.n.083.313|G80|0050|P
792bde7c41d028a41bc00374acb3ee74|GKCJHD+Times.New.Roman.tu.n.083.313|G82|0052|R
972fab0d565e39d6127299282ef6b952|GKCJHD+Times.New.Roman.tu.n.083.313|G97|0061|a
3a2bed6e057c24f979af05a525701b1d|GKCJHD+Times.New.Roman.tu.n.083.313|G99|0063|c
b091bc31ac228dbc992c60ee52035761|GKCJJF+Arial.tu.n.083.313|G49|0031|one
eb404b4a335394a054faec93d45ae85f|GKCJJF+Arial.tu.n.083.313|G50|0032|two
d4e3dd85ccf4daae7a102b796395ffdd|GKCJJF+Arial.tu.n.083.313|G51|0033|three
8433293bac2322d047947f2571e27309|GKCJJF+Arial.tu.n.083.313|G52|0034|four
3312f4372c521e940714dad68fbe8a35|GKCJJF+Arial.tu.n.083.313|G53|0035|five
17a05c38efd51741a695e6a2b9141748|GKCJJF+Arial.tu.n.083.313|G54|0036|six
652bffad76d1aedbd95447971e7c2ab0|GKCJJF+Arial.tu.n.083.313|G57|0039|nine
1f573a802d62bb3de74380f1282b6b50|GKCJJF+Arial.tu.n.083.313|G65|0041|A
88065b3c003666a77b32fa40a12df1e2|GKCJJF+Arial.tu.n.083.313|G66|0042|B
f5e01e08dbe45ea6cb2b0b122dbc0c03|GKCKAE+Arial0141.688|.notdef|FFFD|notdef
53c559f85cfab427c3ce433753a15fee|GKCKAE+Arial0141.688|G72|0048|H
58e788e87f63482429b529382f003815|GKCKAE+Arial0141.688|G78|004e|N
61cc3560c6428a5a35ee33fc07af1c40|GKCKAE+Arial0141.688|G79|004f|O
eb4e54d4b16aba3b58fcb5affe4e0ae7|GKCKAE+Arial0141.688|G82|0052|R
54bf2c208dc32e25817d416f46b6f217|GKCKAE+Arial0141.688|G86|0056|V
8fdb785b4b1e8f85a4dbdaba8d4ecec4|GKCKAE+Arial0141.688|G90|005a|Z
a20742b9770cc4a41a7884bc54dcce2e|GKCKAE+Arial0141.688|G138|0160|Scaron
1d1aa889c7e9fee92db9477b64c8af11|GKCKAE+Arial0141.688|G193|00c1|Aacute
11ee053f093993b80f69e196e9f4c4c2|GKCJHD+Times.New.Roman.tu.n.083.313|G100|0064|d
fec82458958ecc00793b16fa139747bd|GKCJHD+Times.New.Roman.tu.n.083.313|G101|0065|e
582c585104d094a30138f0ef71d5f089|GKCJHD+Times.New.Roman.tu.n.083.313|G105|0069|i
6bf5ccb7ba85aa455a1330b71477dae4|GKCJHD+Times.New.Roman.tu.n.083.313|G107|006b|k
d8897f8863b78c6a5e4a89352b446cc9|GKCJHD+Times.New.Roman.tu.n.083.313|G108|006c|l
759f43a9c0c4b86436d36b9ee44ac1ed|GKCJHD+Times.New.Roman.tu.n.083.313|G110|006e|n
b3966dd8ae223b16d2e2cc246358ff14|GKCJHD+Times.New.Roman.tu.n.083.313|G111|006f|o
ed417d08f44ffc3c1afd5638609c7882|GKCJHD+Times.New.Roman.tu.n.083.313|G114|0072|r
8e1f6efa70b9c294ac4e4c15385f37fc|GKCJHD+Times.New.Roman.tu.n.083.313|G116|0074|t
6bd85913d909346d52440b6246860013|GKCJHD+Times.New.Roman.tu.n.083.313|G225|00e1|aacute
3f791ac3ba42926a9b67cff6832a0498|GKCNFC+Arial058.313|G181|03bc|
dd337c24f46752588bc9478d8211bd12|GKCJJF+Arial.tu.n.083.313|G67|0043|C
709d9660761c1b7596b18bec42bbc240|GKCJJF+Arial.tu.n.083.313|G68|0044|D
3e11dd7b5d0f9a8144774df2a26d6622|GKCJJF+Arial.tu.n.083.313|G69|0045|E
4a26d27a55348731e097c5de61aa7215|GKCJJF+Arial.tu.n.083.313|G108|006c|l
abb3539895d905b8ef4323fc868cbf4c|GKCJJF+Arial.tu.n.083.313|G75|004b|K
8f4d8ee69718fab56c6df38167825ef8|GKCJJF+Arial.tu.n.083.313|G76|004c|L
59ff1b6f7511e92b3fc7cfbd79f4751e|GKCJJF+Arial.tu.n.083.313|G77|004d|M
9f1abe74215f7d893504ca742023f37a|GKCJJF+Arial.tu.n.083.313|G78|004e|N
d257a82c30bb5c231b7d739ac09b448e|GKCJJF+Arial.tu.n.083.313|G79|004f|O
098fbe20327f83d768d63b5833e673aa|GKCJJF+Arial.tu.n.083.313|G80|0050|P
5a6456de0e50ba3340bb11ea3e66a7b8|GKCJJF+Arial.tu.n.083.313|G82|0052|R
db19ce72284c4a8b82e22fa0a8084326|GKCJJF+Arial.tu.n.083.313|G83|0053|S
bad1338bf7be51a38332ac7dcdd955e2|GKCJJF+Arial.tu.n.083.313|G84|0054|T
34ea81f6d9ad6602999018cd58772944|GKCJJF+Arial.tu.n.083.313|G85|0055|U
2e6dd09bd77377081782d2c59cca80e9|GKCJJF+Arial.tu.n.083.313|G86|0056|V
11dd05775847b8e6efb03875dd688343|GKCJJF+Arial.tu.n.083.313|G90|005a|Z
69512678484f49f25e4583ce32666c94|GKCJJF+Arial.tu.n.083.313|G97|0061|a
5baa9548b3b27793ce24314c5228e954|GKCJJF+Arial.tu.n.083.313|G98|0062|b
55d735c0a8e005113202b4940c472633|GKCJJF+Arial.tu.n.083.313|G99|0063|c
56f66ac64ae6eaadef22aedce2e8da39|GKCJJF+Arial.tu.n.083.313|G100|0064|d
b9bdd6852c2e6bd4b06506162fadbb54|GKCJJF+Arial.tu.n.083.313|G101|0065|e
f2116924fa2bbcdac287cc5a4c689093|GKCJJF+Arial.tu.n.083.313|G102|0066|f
0384bf09c7dc1abf0fca9f46199c2f2c|GKCJJF+Arial.tu.n.083.313|G103|0067|g
00e3107d118ed4dd947cb32e4f0c1329|GKCJJF+Arial.tu.n.083.313|G104|0068|h
eada789be1bbe1a64ec63cd81ff51c41|GKCJJF+Arial.tu.n.083.313|G105|0069|i
8a4903a4dac2219bafa5456720fec81c|GKCJJF+Arial.tu.n.083.313|G106|006a|j
bd895e1c7b307259812cfa29abe5de4d|GKCJJF+Arial.tu.n.083.313|G107|006b|k
70fe63ef7e5d8452c1161a9b4578b663|GKCJJF+Arial.tu.n.083.313|G109|006d|m
cb87ec2bef5a1d822d94bb48b170e505|GKCJJF+Arial.tu.n.083.313|G110|006e|n
e8e17c389896a495fb124d5444e9049e|GKCJJF+Arial.tu.n.083.313|G111|006f|o
ab1b35c7dff6b6524176cfd341e9a191|GKCJJF+Arial.tu.n.083.313|G112|0070|p
eb297e945f6b545b22270a974ac299e4|GKCJJF+Arial.tu.n.083.313|G114|0072|r
5d652a322e462254f71a1fff322746cc|GKCJJF+Arial.tu.n.083.313|G115|0073|s
230c00d9224dfff8b62b6e6fe32fb4b4|GKCJJF+Arial.tu.n.083.313|G116|0074|t
514695ddf214e01617c318de11a42157|GKCJJF+Arial.tu.n.083.313|G117|0075|u
194d4d3f779f00c44e489228cde0c878|GKCJJF+Arial.tu.n.083.313|G118|0076|v
cecfe13f9a181885a18c145a542a28ea|GKCJJF+Arial.tu.n.083.313|G121|0079|y
53e0127b7dae5fa235f4cf21d45b7bb7|GKCJJF+Arial.tu.n.083.313|G138|0160|Scaron
0be76644e01d3a10a0d5aff82dc13b8a|GKCJJF+Arial.tu.n.083.313|G154|0161|scaron
9e4822a1e970e0cce3a929a0c9a4d903|GKCJJF+Arial.tu.n.083.313|G200|010c|Ccaron
12184463c00b50d6bd79dcc4debabc13|GKCJJF+Arial.tu.n.083.313|G232|010d|ccaron
b314d484f84912b42dade9391dff7d40|GKCJJF+Arial.tu.n.083.313|G204|011a|Ecaron
f657a05138afb771783b267d51ba760f|GKCJJF+Arial.tu.n.083.313|G205|00cd|Iacute
7acded70c49ee9f3aabae0d6461261f0|GKCJJF+Arial.tu.n.083.313|G225|00e1|aacute
d069fe253ffdb0bef087e789ab8f60fb|GKCJJF+Arial.tu.n.083.313|G237|00ed|iacute
95c9ad2f2705f0820552d7a8e579495f|GKCJJF+Arial.tu.n.083.313|G248|0159|rcaron
73795ae45a8daf0e98f34d60d2fb6989|GHPCIC+Arial.tu.n.0116.688|G57|0039|nine
522bc8527df04820dce450e90a2cfb91|GKLMKJ+Arial054.188|.notdef|FFFD|notdef
c3694a29d0f97f2657180101be5d4ec8|GKLMKJ+Arial054.188|G40|0028|parenleft
42aa0dd3cf8b11bf224a7d926f5e1c65|GKLMKJ+Arial054.188|G41|0029|parenright
cbb6ffda0498e9e38325c1f1f197b4b2|GKLMKJ+Arial054.188|G45|002d|hyphen
38d2d4d10166da8c0d2fdc4f6f22c50e|GKLMKJ+Arial054.188|G66|0042|B
eccf1e60470267d993263931f01c7d51|GKLMKJ+Arial054.188|G72|0048|H
11a2c28526d7efe074a3cf65925c7865|GKLMKJ+Arial054.188|G97|0061|a
415ac29cc72205f0aa8c7ae6d1cc53c7|GKLMKJ+Arial054.188|G98|0062|b
b7099e2fec6e8f49e57a3e62245751e3|BCIKPB+Arial075|.notdef|FFFD|notdef
900327575e9ac07524f959247209241b|BCIKPB+Arial075|G37|0025|percent
9cd09553893c52fd2d674e0323f9789d|BCIKPB+Arial075|G40|0028|parenleft
42b9785d92e0d0777e2425f954c9d6be|BCIKPB+Arial075|G41|0029|parenright
145b080c5b94c52ee46eb7a10b810478|BCIKPB+Arial075|G44|002c|comma
7b2a68638ff9a94d11ab2e9ab5c21f04|BCIKPB+Arial075|G45|002d|hyphen
d5de0c13fb7d4b912db4019ce8f74c2e|BCIKPB+Arial075|G46|002e|period
ace40137ad36a99de9cb0b03f557bef7|BCIMDO+Arial.kurz.va070.813|.notdef|FFFD|notdef
8bc50a837b91bd1de94473d94807a9db|BCIMDO+Arial.kurz.va070.813|G46|002e|period
56b826c57e8a03910fe51361f47a33ff|BCIMDO+Arial.kurz.va070.813|G49|0031|one
471d7e4feb07d2a0feab3e29942233a2|BCIMDO+Arial.kurz.va070.813|G79|004f|O
49e33b489dd27c6674e4a72b49813fb9|BCIMDO+Arial.kurz.va070.813|G83|0053|S
1098a7b01cc6415ca90c827eee8a4d75|BCIMDO+Arial.kurz.va070.813|G97|0061|a
a444fcb8a988d9a8a5abfa254b6cfc7d|BCIMDO+Arial.kurz.va070.813|G98|0062|b
62522f08adf7f6dd82d376606ecf8f98|BCIMDO+Arial.kurz.va070.813|G108|006c|l
